name,label,parent_id
4327,Majalgaon,4219
969,Majhgawan,786
251438,Malegaon,4146
4613,Malegaon,3995
530682,Malegaon Corporation,4146
4345,Malkapur,3979
4582,Malshiras,4250
4574,Malvan,4278
1113,Malwan,877
841,Manda,894
4545,Mandangad,4266
248909,Mandawar,713
1326,Mandawara,6369
4583,Mangalvedhe,4252
4529,Mangaon,4181
4614,Mangrulpir,3996
1043,Manikpur,5930
249341,Manikpur Sarhat (Chitrakoot),5930
1289,Manjhanpur,886
4615,Manora,3998
4417,Mantha,4132
4504,Manwat,4119
4626,Maregaon,4092
1444,Marori,790
875,Martinganj,6165
1089,Masodha,904
842,Mauaima,888
1190,Maudaha,867
4519,Maval,4191
1090,Mawai,902
810028,Mdawara,6369
1394,Meerut,734
4346,Mehkar,3982
876,Mehnagar,970
1327,Mehroni,863
4530,Mhasala,4184
900,Mihinpurwa,6862
1486,Milak,728
1092,Milkipur,903
4554,Miraj,4302
1526,Mirzapur,6882
1301,Mitauli,6875
1349,Mithaura,945
227478,Mithaura CHC,945
1546,Mithwal,934
4468,Modkhed,4101
4335,Mohadi,4038
1384,Mohammadabad Gohana,974
878,Mohammadpur,967
995,Mohammedpur Deomal,713
1335,Mohanlalganj,822
4584,Mohol,4248
4594,Mokhada,4161
4469,Mokhed,4109
1290,Mooratganj,887
1420,Moradabad,719
4308,Morshi,4006
4347,Motala,3980
1315,Motichak,956
1594,Motigarpur,916
4450,Mouda,4029
251409,Mukhed,4109
4406,Muktainagar,3963
4381,Mulchera,4059
4520,Mulshi,4192
1236,Mungra Badshah PUR,983
1134,Muradnagar,738
4595,Murbad,4171
917,Murlichhapra,980
1339,Mursan,759
4295,Murtijapur,3992
4531,Murud,4178
1595,Musafir Khana,912
1433,Muzaffarnagar,708
1574,Myorpur,1006
4627,NER,4079
1221,Nadigaon,855
4281,Nagar,4209
4361,Nagbhid,4066
248915,Nagina,714
4451,Nagpur,4031
251362,Nagpur,4032
4470,Naigaon (KH),4106
996,Najibabad,712
1495,Nakur,703
1496,Nanauta,705
4471,Nanded,4100
4486,Nandgaon,4147
1376,Nandgaon,6832
4309,Nandgaon KH,4012
276291,Nandgaon Khandeshwar,4012
4348,Nandura,3978
4475,Nandurbar,3954
940,Naraini,874
1407,Narainpur,1003
4452,Narkhed,4023
1122,Narkhi,771
4487,Nashik,4152
1506,Nath Nagar,943
1547,Naugarh,933
1038,Naugarh,6870
248949,Naugawan Sadat,6831
919,Navanagar,976
4476,Navapur,3955
251472,Navi Mumbai,4165
112831,Navi Mumbai Municipal Corporation,4165
4282,Nevasa,4206
1304,Nighasan,797
1527,Nigohi,794
4437,Nilanga,4233
951,Nindaura,896
4488,Niphad,4155
1039,Niyamatabad,6869
249158,Nyoria Husainpur,790
4497,Omerga,4243
4498,Osmanabad,4240
925,Other,925
745,Other,745
927,Other,927
750,Other,750
748,Other,748
747,Other,747
6880,Other,6880
975,Other,975
749,Other,749
702,Other,702
884,Other,884
350624,Other,703
751,Other,751
746,Other,746
926,Other,926
993,Other,993
6093,Other,6093
921,Other,921
922,Other,922
920,Other,920
6866,Other,6866
722,Other,722
6862,Other,6862
807,Other,807
979,Other,979
977,Other,977
976,Other,976
978,Other,978
6869,Other,6869
980,Other,980
6870,Other,6870
779,Other,779
893,Other,893
894,Other,894
999,Other,999
891,Other,891
890,Other,890
997,Other,997
829,Other,829
915,Other,915
939,Other,939
896,Other,896
788,Other,788
895,Other,895
6868,Other,6868
916,Other,916
786,Other,786
828,Other,828
789,Other,789
784,Other,784
823,Other,823
918,Other,918
787,Other,787
899,Other,899
901,Other,901
726,Other,726
880,Other,880
785,Other,785
781,Other,781
782,Other,782
780,Other,780
783,Other,783
871,Other,871
1006,Other,1006
723,Other,723
6157,Other,6157
727,Other,727
898,Other,898
715,Other,715
716,Other,716
874,Other,874
958,Other,958
795,Other,795
984,Other,984
985,Other,985
983,Other,983
933,Other,933
986,Other,986
982,Other,982
981,Other,981
932,Other,932
945,Other,945
859,Other,859
947,Other,947
835,Other,835
868,Other,868
934,Other,934
777,Other,777
741,Other,741
6882,Other,6882
6032,Other,6032
811,Other,811
810,Other,810
758,Other,758
759,Other,759
760,Other,760
757,Other,757
853,Other,853
851,Other,851
834,Other,834
6094,Other,6094
798,Other,798
801,Other,801
6369,Other,6369
797,Other,797
6875,Other,6875
862,Other,862
6881,Other,6881
6878,Other,6878
957,Other,957
6879,Other,6879
887,Other,887
822,Other,822
923,Other,923
6163,Other,6163
849,Other,849
848,Other,848
1011,Other,1011
6164,Other,6164
1010,Other,1010
6861,Other,6861
1012,Other,1012
886,Other,886
865,Other,865
866,Other,866
831,Other,831
720,Other,720
804,Other,804
877,Other,877
956,Other,956
719,Other,719
771,Other,771
806,Other,806
6161,Other,6161
774,Other,774
1001,Other,1001
772,Other,772
830,Other,830
941,Other,941
6867,Other,6867
808,Other,808
942,Other,942
962,Other,962
1009,Other,1009
1008,Other,1008
1007,Other,1007
805,Other,805
6158,Other,6158
832,Other,832
1002,Other,1002
929,Other,929
930,Other,930
950,Other,950
761,Other,761
764,Other,764
762,Other,762
952,Other,952
763,Other,763
948,Other,948
6872,Other,6872
953,Other,953
864,Other,864
867,Other,867
931,Other,931
973,Other,973
794,Other,794
739,Other,739
732,Other,732
738,Other,738
6089,Other,6089
733,Other,733
959,Other,959
987,Other,987
990,Other,990
972,Other,972
793,Other,793
4107,Other,4107
4146,Other,4146
4238,Other,4238
4143,Other,4143
4152,Other,4152
4241,Other,4241
4142,Other,4142
4149,Other,4149
4155,Other,4155
4242,Other,4242
4150,Other,4150
4237,Other,4237
4134,Other,4134
4154,Other,4154
4139,Other,4139
4151,Other,4151
4147,Other,4147
4145,Other,4145
4135,Other,4135
4156,Other,4156
4153,Other,4153
4144,Other,4144
4148,Other,4148
4158,Other,4158
3951,Other,3951
4163,Other,4163
3952,Other,3952
3953,Other,3953
4054,Other,4054
737,Other,737
4110,Other,4110
4106,Other,4106
4098,Other,4098
4100,Other,4100
3956,Other,3956
3957,Other,3957
3958,Other,3958
4103,Other,4103
3959,Other,3959
4108,Other,4108
4096,Other,4096
4239,Other,4239
3950,Other,3950
4243,Other,4243
3954,Other,3954
3955,Other,3955
4236,Other,4236
4240,Other,4240
4137,Other,4137
4157,Other,4157
4140,Other,4140
4069,Other,4069
4070,Other,4070
4188,Other,4188
4065,Other,4065
4190,Other,4190
4078,Other,4078
4067,Other,4067
4073,Other,4073
4189,Other,4189
4200,Other,4200
4199,Other,4199
4077,Other,4077
